Epochs,Resolution,Class,Class_Acuracy,Total_in_Class
8,82,67,97.67,430
8,82,0,96.95,164
8,82,59,89.83,59
8,82,79,97.14,385
8,82,113,0.0,4
8,82,107,66.67,6
8,82,40,97.7,217
8,82,71,93.5,123
8,82,72,98.61,72
8,82,106,76.19,21
8,82,51,86.11,36
8,82,127,94.74,19
8,82,84,98.58,211
8,82,105,91.45,117
8,82,92,91.55,71
8,82,131,100.0,8
8,82,147,75.0,96
8,82,63,65.22,23
8,82,50,87.5,56
8,82,99,94.37,71
8,82,87,100.0,102
8,82,1,97.37,38
8,82,49,94.38,160
8,82,17,96.94,98
8,82,64,58.33,12
8,82,111,98.0,50
8,82,160,78.12,32
8,82,104,66.67,111
8,82,122,88.89,9
8,82,121,100.0,23
8,82,76,91.59,107
8,82,24,76.47,17
8,82,135,62.5,8
8,82,146,48.39,31
8,82,162,37.5,24
8,82,68,100.0,9
8,82,11,91.89,37
8,82,110,76.92,13
8,82,152,0.0,2
8,82,158,72.92,48
8,82,4,62.5,8
8,82,157,60.0,10
8,82,159,80.95,63
8,82,145,81.25,32
8,82,128,0.0,2
8,82,118,96.88,64
8,82,126,100.0,4
8,82,39,82.76,29
8,82,6,82.22,45
8,82,148,100.0,68
8,82,123,75.0,8
8,82,125,89.47,19
8,82,102,42.86,7
8,82,27,56.25,16
8,82,19,100.0,15
8,82,42,50.0,6
8,82,18,85.71,7
8,82,52,85.71,7
8,82,97,0.0,2
8,82,95,100.0,3
8,82,124,96.3,27
8,82,156,33.33,3
8,82,47,72.22,36
8,82,117,0.0,2
8,82,134,25.0,4
8,82,94,92.86,28
8,82,29,82.35,17
8,82,161,70.0,20
8,82,140,0.0,6
8,82,37,61.54,13
8,82,129,16.67,6
8,82,109,50.0,14
8,82,38,89.47,19
8,82,28,0.0,2
8,82,150,70.0,20
8,82,144,66.67,3
8,82,74,90.91,11
8,82,75,88.89,9
8,82,91,0.0,1
8,82,163,80.0,15
8,82,154,95.83,24
8,82,5,100.0,7
8,82,115,83.33,6
8,82,112,50.0,4
8,82,81,86.67,15
8,82,26,83.33,18
8,82,98,100.0,3
8,82,120,33.33,3
8,82,155,0.0,1
8,82,3,85.71,7
8,82,141,40.0,5
8,82,8,50.0,6
8,82,77,50.0,2
8,82,13,50.0,4
8,82,14,0.0,3
8,82,55,0.0,1
8,82,116,0.0,1
8,82,45,100.0,2
8,82,130,0.0,2
8,82,100,0.0,4
8,82,93,100.0,4
8,82,78,0.0,1
8,82,153,0.0,1
8,82,43,100.0,2
8,82,133,0.0,2
8,82,30,33.33,3
8,82,136,33.33,3
8,82,44,0.0,2
8,82,119,0.0,2
8,82,57,0.0,1
8,82,9,66.67,3
8,82,101,0.0,2
8,82,132,33.33,3
8,82,25,0.0,3
8,82,143,0.0,2
8,82,151,0.0,1
8,82,103,0.0,1
8,82,149,0.0,2
8,82,137,0.0,3
9,82,58,97.33,673
9,82,90,92.86,126
9,82,20,97.9,477
9,82,92,94.37,71
9,82,49,95.0,160
9,82,47,86.11,36
9,82,40,99.54,217
9,82,16,97.74,310
9,82,41,94.83,232
9,82,0,98.17,164
9,82,65,95.54,471
9,82,34,99.53,430
9,82,54,98.92,554
9,82,63,30.43,23
9,82,62,97.74,619
9,82,148,97.06,68
9,82,127,78.95,19
9,82,61,96.81,470
9,82,69,98.67,75
9,82,31,97.7,435
9,82,35,95.5,400
9,82,53,98.34,361
9,82,72,100.0,72
9,82,138,76.67,180
9,82,70,99.24,132
9,82,21,96.43,196
9,82,17,97.96,98
9,82,163,60.0,15
9,82,159,85.71,63
9,82,82,96.18,131
9,82,84,99.53,211
9,82,60,93.19,323
9,82,86,97.94,533
9,82,108,93.56,450
9,82,94,92.86,28
9,82,51,83.33,36
9,82,79,98.96,385
9,82,124,92.59,27
9,82,15,90.42,167
9,82,99,94.37,71
9,82,139,68.55,248
9,82,12,96.32,163
9,82,36,96.76,185
9,82,104,82.88,111
9,82,105,95.73,117
9,82,73,85.55,173
9,82,67,98.14,430
9,82,6,95.56,45
9,82,23,98.58,424
9,82,50,91.07,56
9,82,83,98.41,63
9,82,71,94.31,123
9,82,39,96.55,29
9,82,8,83.33,6
9,82,142,82.93,41
9,82,76,84.11,107
9,82,32,97.06,136
9,82,27,81.25,16
9,82,147,80.21,96
9,82,89,94.05,185
9,82,157,50.0,10
9,82,75,88.89,9
9,82,118,95.31,64
9,82,158,72.92,48
9,82,81,100.0,15
9,82,160,84.38,32
9,82,129,33.33,6
9,82,85,96.85,127
9,82,56,86.96,69
9,82,152,0.0,2
9,82,3,100.0,7
9,82,132,33.33,3
9,82,87,98.04,102
9,82,131,87.5,8
9,82,66,64.71,17
9,82,2,78.38,37
9,82,162,45.83,24
9,82,135,62.5,8
9,82,109,50.0,14
9,82,13,75.0,4
9,82,11,86.49,37
9,82,134,50.0,4
9,82,29,76.47,17
9,82,121,100.0,23
9,82,106,80.95,21
9,82,111,60.0,50
9,82,88,87.5,16
9,82,145,93.75,32
9,82,110,69.23,13
9,82,59,91.53,59
9,82,125,94.74,19
9,82,115,16.67,6
9,82,4,75.0,8
9,82,38,89.47,19
9,82,45,100.0,2
9,82,26,88.89,18
9,82,22,90.32,31
9,82,1,100.0,38
9,82,19,93.33,15
9,82,123,75.0,8
9,82,46,84.62,26
9,82,146,58.06,31
9,82,14,0.0,3
9,82,7,98.84,86
9,82,80,75.86,29
9,82,113,0.0,4
9,82,150,60.0,20
9,82,68,100.0,9
9,82,43,100.0,2
9,82,64,75.0,12
9,82,74,81.82,11
9,82,18,14.29,7
9,82,120,100.0,3
9,82,122,88.89,9
9,82,95,33.33,3
9,82,24,82.35,17
9,82,141,40.0,5
9,82,91,0.0,1
9,82,161,55.0,20
9,82,102,42.86,7
9,82,112,50.0,4
9,82,137,66.67,3
9,82,30,100.0,3
9,82,98,66.67,3
9,82,5,100.0,7
9,82,143,0.0,2
9,82,154,83.33,24
9,82,101,0.0,2
9,82,96,83.33,6
9,82,140,16.67,6
9,82,52,71.43,7
9,82,116,0.0,1
9,82,55,0.0,1
9,82,42,83.33,6
9,82,28,0.0,2
9,82,119,0.0,2
9,82,37,53.85,13
9,82,25,0.0,3
9,82,9,33.33,3
9,82,130,100.0,2
9,82,107,66.67,6
9,82,156,33.33,3
9,82,155,0.0,1
9,82,136,0.0,3
9,82,57,0.0,1
9,82,149,0.0,2
9,82,93,100.0,4
9,82,103,0.0,1
9,82,133,0.0,2
9,82,77,50.0,2
9,82,153,0.0,1
9,82,151,0.0,1
9,82,117,0.0,2
9,82,128,0.0,2
9,82,78,0.0,1
9,82,126,100.0,4
9,82,144,66.67,3
9,82,97,50.0,2
9,82,100,25.0,4
9,82,44,0.0,2
10,82,62,97.74,619
10,82,58,97.03,673
10,82,49,95.62,160
10,82,54,99.46,554
10,82,127,89.47,19
10,82,67,97.67,430
10,82,142,78.05,41
10,82,65,95.54,471
10,82,61,98.3,470
10,82,22,87.1,31
10,82,84,98.58,211
10,82,73,94.8,173
10,82,34,97.67,430
10,82,139,80.24,248
10,82,87,97.06,102
10,82,86,98.12,533
10,82,20,98.95,477
10,82,79,99.48,385
10,82,50,91.07,56
10,82,88,81.25,16
10,82,40,99.08,217
10,82,104,74.77,111
10,82,60,88.54,323
10,82,15,95.81,167
10,82,16,93.87,310
10,82,31,96.78,435
10,82,158,72.92,48
10,82,17,91.84,98
10,82,85,96.85,127
10,82,53,99.17,361
10,82,108,96.22,450
10,82,83,98.41,63
10,82,35,94.5,400
10,82,71,95.12,123
10,82,21,96.94,196
10,82,41,90.52,232
10,82,111,92.0,50
10,82,0,97.56,164
10,82,118,92.19,64
10,82,76,82.24,107
10,82,26,55.56,18
10,82,8,83.33,6
10,82,32,98.53,136
10,82,148,95.59,68
10,82,36,95.68,185
10,82,138,75.56,180
10,82,89,97.3,185
10,82,70,99.24,132
10,82,2,89.19,37
10,82,23,98.11,424
10,82,163,73.33,15
10,82,94,92.86,28
10,82,69,92.0,75
10,82,72,100.0,72
10,82,121,100.0,23
10,82,154,91.67,24
10,82,12,96.32,163
10,82,39,55.17,29
10,82,6,77.78,45
10,82,106,85.71,21
10,82,82,98.47,131
10,82,27,81.25,16
10,82,147,77.08,96
10,82,74,45.45,11
10,82,131,100.0,8
10,82,90,92.86,126
10,82,56,84.06,69
10,82,159,85.71,63
10,82,99,76.06,71
10,82,52,85.71,7
10,82,7,98.84,86
10,82,98,100.0,3
10,82,112,50.0,4
10,82,59,81.36,59
10,82,160,84.38,32
10,82,150,60.0,20
10,82,105,94.02,117
10,82,51,77.78,36
10,82,123,50.0,8
10,82,30,100.0,3
10,82,120,100.0,3
10,82,92,91.55,71
10,82,11,91.89,37
10,82,162,50.0,24
10,82,80,75.86,29
10,82,14,33.33,3
10,82,129,33.33,6
10,82,161,70.0,20
10,82,124,96.3,27
10,82,47,77.78,36
10,82,68,88.89,9
10,82,63,69.57,23
10,82,64,58.33,12
10,82,66,64.71,17
10,82,46,61.54,26
10,82,75,88.89,9
10,82,38,84.21,19
10,82,146,38.71,31
10,82,103,0.0,1
10,82,81,93.33,15
10,82,19,93.33,15
10,82,9,66.67,3
10,82,145,96.88,32
10,82,101,0.0,2
10,82,29,76.47,17
10,82,110,84.62,13
10,82,24,76.47,17
10,82,91,0.0,1
10,82,1,100.0,38
10,82,77,50.0,2
10,82,93,100.0,4
10,82,136,33.33,3
10,82,153,0.0,1
10,82,157,60.0,10
10,82,13,25.0,4
10,82,109,35.71,14
10,82,42,33.33,6
10,82,134,25.0,4
10,82,132,100.0,3
10,82,122,88.89,9
10,82,125,89.47,19
10,82,4,62.5,8
10,82,126,100.0,4
10,82,133,0.0,2
10,82,100,25.0,4
10,82,102,57.14,7
10,82,107,66.67,6
10,82,96,100.0,6
10,82,37,69.23,13
10,82,137,66.67,3
10,82,57,100.0,1
10,82,78,0.0,1
10,82,115,50.0,6
10,82,5,100.0,7
10,82,130,100.0,2
10,82,116,0.0,1
10,82,97,100.0,2
10,82,18,71.43,7
10,82,113,0.0,4
10,82,135,75.0,8
10,82,141,20.0,5
10,82,45,100.0,2
10,82,25,0.0,3
10,82,144,66.67,3
10,82,149,0.0,2
10,82,152,0.0,2
10,82,140,16.67,6
10,82,3,85.71,7
10,82,95,66.67,3
10,82,151,0.0,1
10,82,119,0.0,2
10,82,156,0.0,3
10,82,143,0.0,2
10,82,43,100.0,2
10,82,44,0.0,2
10,82,28,0.0,2
10,82,128,0.0,2
10,82,155,0.0,1
10,82,117,0.0,2
10,82,55,100.0,1
